timestamp,value,value_failed,unit
2024-01-01 00:00:00,612.4178538252809,612.4178538252809,kWh
2024-01-01 01:00:00,648.6099866111106,648.6099866111106,kWh
2024-01-01 02:00:00,716.7347747528567,716.7347747528567,kWh
2024-01-01 03:00:00,780.1606384525928,780.1606384525928,kWh
2024-01-01 04:00:00,767.974901395973,767.974901395973,kWh
2024-01-01 05:00:00,787.7315431799055,787.7315431799055,kWh
2024-01-01 06:00:00,839.471473233219,839.471473233219,kWh
2024-01-01 07:00:00,811.791376543655,811.791376543655,kWh
2024-01-01 08:00:00,760.2005041728811,760.2005041728811,kWh
2024-01-01 09:00:00,752.9760412091405,752.9760412091405,kWh
2024-01-01 10:00:00,685.6871128311421,685.6871128311421,kWh
2024-01-01 11:00:00,636.7816967507107,636.7816967507107,kWh
2024-01-01 12:00:00,602.2868922848006,602.2868922848006,kWh
2024-01-01 13:00:00,496.4781714332403,496.4781714332403,kWh
2024-01-01 14:00:00,453.10006657378943,453.10006657378943,kWh
2024-01-01 15:00:00,441.2353485710399,441.2353485710399,kWh
2024-01-01 16:00:00,399.02062851122236,399.02062851122236,kWh
2024-01-01 17:00:00,413.36026295146144,413.36026295146144,kWh
2024-01-01 18:00:00,377.37901780590244,377.37901780590244,kWh
2024-01-01 19:00:00,373.13451686034466,373.13451686034466,kWh
2024-01-01 20:00:00,466.6560722554417,466.6560722554417,kWh
2024-01-01 21:00:00,457.6657391941711,457.6657391941711,kWh
2024-01-01 22:00:00,507.72007876608507,507.72007876608507,kWh
2024-01-01 23:00:00,519.6151448432628,519.6151448432628,kWh
2024-01-02 00:00:00,593.9134295469984,593.9134295469984,kWh
2024-01-02 01:00:00,662.0664080804266,662.0664080804266,kWh
2024-01-02 02:00:00,678.199850061581,678.199850061581,kWh
2024-01-02 03:00:00,756.6712759736068,756.6712759736068,kWh
2024-01-02 04:00:00,762.4103221753345,762.4103221753345,kWh
2024-01-02 05:00:00,788.0457019827182,788.0457019827182,kWh
2024-01-02 06:00:00,784.7361949662683,784.7361949662683,kWh
2024-01-02 07:00:00,836.7494393199087,836.7494393199087,kWh
2024-01-02 08:00:00,767.6353454319169,767.6353454319169,kWh
2024-01-02 09:00:00,707.4765216640034,707.4765216640034,kWh
2024-01-02 10:00:00,711.1940670677133,711.1940670677133,kWh
2024-01-02 11:00:00,610.5704273920205,610.5704273920205,kWh
2024-01-02 12:00:00,593.9404212852228,593.9404212852228,kWh
2024-01-02 13:00:00,488.13236530855085,488.13236530855085,kWh
2024-01-02 14:00:00,456.66081342340937,456.66081342340937,kWh
2024-01-02 15:00:00,455.1234618527054,455.1234618527054,kWh
2024-01-02 16:00:00,439.33046645649216,439.33046645649216,kWh
2024-01-02 17:00:00,408.1731618436604,408.1731618436604,kWh
2024-01-02 18:00:00,397.54215011607613,397.54215011607613,kWh
2024-01-02 19:00:00,403.21272227469814,403.21272227469814,kWh
2024-01-02 20:00:00,397.13598703675257,397.13598703675257,kWh
2024-01-02 21:00:00,450.90254944729423,450.90254944729423,kWh
2024-01-02 22:00:00,501.2233406990562,501.2233406990562,kWh
2024-01-02 23:00:00,589.0257102731562,589.0257102731562,kWh
2024-01-03 00:00:00,623.6258045975328,623.6258045975328,kWh
2024-01-03 01:00:00,622.360165553839,622.360165553839,kWh
2024-01-03 02:00:00,721.3575062181857,721.3575062181857,kWh
2024-01-03 03:00:00,742.6372452689537,742.6372452689537,kWh
2024-01-03 04:00:00,763.8496660027816,763.8496660027816,kWh
2024-01-03 05:00:00,812.1065524122841,812.1065524122841,kWh
2024-01-03 06:00:00,825.058791124271,825.058791124271,kWh
2024-01-03 07:00:00,811.2919140364227,811.2919140364227,kWh
2024-01-03 08:00:00,742.7900035178353,742.7900035178353,kWh
2024-01-03 09:00:00,720.5066924735364,720.5066924735364,kWh
2024-01-03 10:00:00,692.141641904724,692.141641904724,kWh
2024-01-03 11:00:00,658.0885644210736,658.0885644210736,kWh
2024-01-03 12:00:00,569.2364386110571,569.2364386110571,kWh
2024-01-03 13:00:00,525.38557862416,525.38557862416,kWh
2024-01-03 14:00:00,456.0054256740594,456.0054256740594,kWh
2024-01-03 15:00:00,415.41818192355305,415.41818192355305,kWh
2024-01-03 16:00:00,437.96288313310964,437.96288313310964,kWh
2024-01-03 17:00:00,436.4574039600094,436.4574039600094,kWh
2024-01-03 18:00:00,399.26930588465655,399.26930588465655,kWh
2024-01-03 19:00:00,438.39471830320997,438.39471830320997,kWh
2024-01-03 20:00:00,447.45893544733383,447.45893544733383,kWh
2024-01-03 21:00:00,458.5447280368886,458.5447280368886,kWh
2024-01-03 22:00:00,528.6051441837991,528.6051441837991,kWh
2024-01-03 23:00:00,608.4653127358171,608.4653127358171,kWh
2024-01-04 00:00:00,621.6307652258964,621.6307652258964,kWh
2024-01-04 01:00:00,712.6010539648184,679.9401723247643,kWh
2024-01-04 02:00:00,653.8821965033621,593.9429951572206,kWh
2024-01-04 03:00:00,777.5818285600992,670.6643271330856,kWh
2024-01-04 04:00:00,786.0394557387663,641.9322221866591,kWh
2024-01-04 05:00:00,790.5374917717043,609.3726499073553,kWh
2024-01-04 06:00:00,800.8007013266509,580.5805084618219,kWh
2024-01-04 07:00:00,735.6220075397864,499.6099467874383,kWh
2024-01-04 08:00:00,753.8445112039187,477.4348570958152,kWh
2024-01-04 09:00:00,731.3010180033831,429.6393480769875,kWh
2024-01-04 10:00:00,713.9183245608222,386.70575913711195,kWh
2024-01-04 11:00:00,613.3038998966096,304.0965170320689,kWh
2024-01-04 12:00:00,553.52700457422,553.52700457422,kWh
2024-01-04 13:00:00,510.4851004681032,510.4851004681032,kWh
2024-01-04 14:00:00,500.51184922696325,500.51184922696325,kWh
2024-01-04 15:00:00,448.8824693416357,448.8824693416357,kWh
2024-01-04 16:00:00,401.4447645010154,401.4447645010154,kWh
2024-01-04 17:00:00,414.32500391457063,414.32500391457063,kWh
2024-01-04 18:00:00,404.41426320035,404.41426320035,kWh
2024-01-04 19:00:00,440.35284573051,440.35284573051,kWh
2024-01-04 20:00:00,425.4144067023474,425.4144067023474,kWh
2024-01-04 21:00:00,472.43262222944924,472.43262222944924,kWh
2024-01-04 22:00:00,516.7123336022274,516.7123336022274,kWh
2024-01-04 23:00:00,540.8857100930514,540.8857100930514,kWh
2024-01-05 00:00:00,637.3886083524455,637.3886083524455,kWh
2024-01-05 01:00:00,686.9561277584074,686.9561277584074,kWh
2024-01-05 02:00:00,725.4551145140446,725.4551145140446,kWh
2024-01-05 03:00:00,755.7172868444782,755.7172868444782,kWh
2024-01-05 04:00:00,751.3093355928298,751.3093355928298,kWh
2024-01-05 05:00:00,788.414308006701,788.414308006701,kWh
2024-01-05 06:00:00,788.880733841092,788.880733841092,kWh
2024-01-05 07:00:00,762.293330696205,762.293330696205,kWh
2024-01-05 08:00:00,750.6445096827805,750.6445096827805,kWh
2024-01-05 09:00:00,726.4374713961537,726.4374713961537,kWh
2024-01-05 10:00:00,717.1275944895082,717.1275944895082,kWh
2024-01-05 11:00:00,623.148650763607,623.148650763607,kWh
2024-01-05 12:00:00,572.7388235250552,572.7388235250552,kWh
2024-01-05 13:00:00,514.2787959862115,514.2787959862115,kWh
