timestamp,energy_value,energy_failed,energy_unit,water_value,water_failed,water_unit,transport_value,transport_failed,transport_unit,comms_value,comms_failed,comms_unit,emergency_value,emergency_failed,emergency_unit,env_value,env_failed,env_unit
2024-01-01 00:00:00,612.4178538252809,612.4178538252809,kWh,945.1486066806168,945.1486066806168,liters/hr,341.89860048090145,341.89860048090145,vehicles/hr,54.0469033930911,54.0469033930911,ms latency,14.42687120562525,14.42687120562525,incidents/hr,29.92580443552135,29.92580443552135,°C
2024-01-01 01:00:00,648.6099866111106,648.6099866111106,kWh,978.142183603428,978.142183603428,liters/hr,378.3328202116707,378.3328202116707,vehicles/hr,56.25274452666886,56.25274452666886,ms latency,15.002689323697902,15.002689323697902,incidents/hr,31.80004889885342,31.80004889885342,°C
2024-01-01 02:00:00,716.7347747528567,716.7347747528567,kWh,1008.867540461094,1008.867540461094,liters/hr,422.6730659208136,422.6730659208136,vehicles/hr,52.51790693548583,52.51790693548583,ms latency,14.766677444356812,14.766677444356812,incidents/hr,29.877914791868257,29.877914791868257,°C
2024-01-01 03:00:00,780.1606384525928,780.1606384525928,kWh,1006.8477023967262,1006.8477023967262,liters/hr,468.4125178026216,468.4125178026216,vehicles/hr,56.10812157839589,56.10812157839589,ms latency,13.925507207522667,13.925507207522667,incidents/hr,32.8827438225446,32.8827438225446,°C
2024-01-01 04:00:00,767.974901395973,767.974901395973,kWh,1007.6486786686504,1007.6486786686504,liters/hr,521.6089789603632,521.6089789603632,vehicles/hr,53.85182511513431,53.85182511513431,ms latency,15.200602828001283,15.200602828001283,incidents/hr,33.26595515132976,33.26595515132976,°C
2024-01-01 05:00:00,787.7315431799055,787.7315431799055,kWh,1020.0414848342792,1020.0414848342792,liters/hr,559.9035772514472,559.9035772514472,vehicles/hr,66.5801757556662,66.5801757556662,ms latency,12.677701862514295,12.677701862514295,incidents/hr,34.40987300747989,34.40987300747989,°C
2024-01-01 06:00:00,839.471473233219,839.471473233219,kWh,1008.4386202680596,1008.4386202680596,liters/hr,577.9871073874822,577.9871073874822,vehicles/hr,60.02732040262444,60.02732040262444,ms latency,13.955214157917869,13.955214157917869,incidents/hr,34.69629972713349,34.69629972713349,°C
2024-01-01 07:00:00,811.791376543655,811.791376543655,kWh,978.3131545915307,978.3131545915307,liters/hr,596.476951317241,596.476951317241,vehicles/hr,58.52312391727031,58.52312391727031,ms latency,12.290989421331169,12.290989421331169,incidents/hr,38.46303946186204,38.46303946186204,°C
2024-01-01 08:00:00,760.2005041728811,760.2005041728811,kWh,954.0798618108556,954.0798618108556,liters/hr,575.264723478183,575.264723478183,vehicles/hr,52.09599056154168,52.09599056154168,ms latency,10.863738347826253,10.863738347826253,incidents/hr,34.25825209654472,34.25825209654472,°C
2024-01-01 09:00:00,752.9760412091405,752.9760412091405,kWh,935.6375956949591,935.6375956949591,liters/hr,587.0780580129081,587.0780580129081,vehicles/hr,38.924138523203794,38.924138523203794,ms latency,8.522078257409738,8.522078257409738,incidents/hr,34.76284147964154,34.76284147964154,°C
2024-01-01 10:00:00,685.6871128311421,685.6871128311421,kWh,879.2293847996107,879.2293847996107,liters/hr,524.8203940269774,524.8203940269774,vehicles/hr,38.0582584907491,38.0582584907491,ms latency,8.293904024795964,8.293904024795964,incidents/hr,34.87283822347191,34.87283822347191,°C
2024-01-01 11:00:00,636.7816967507107,636.7816967507107,kWh,848.5669376819797,848.5669376819797,liters/hr,547.6501526643063,547.6501526643063,vehicles/hr,39.53705248838102,39.53705248838102,ms latency,10.244499939180354,10.244499939180354,incidents/hr,35.12198477865752,35.12198477865752,°C
2024-01-01 12:00:00,602.2868922848006,602.2868922848006,kWh,829.7214855694745,829.7214855694745,liters/hr,462.4628523898333,462.4628523898333,vehicles/hr,27.93433912408999,27.93433912408999,ms latency,9.24707269865489,9.24707269865489,incidents/hr,35.04365389440625,35.04365389440625,°C
2024-01-01 13:00:00,496.4781714332403,496.4781714332403,kWh,812.2190748765344,812.2190748765344,liters/hr,386.0644625266846,386.0644625266846,vehicles/hr,35.32025123372862,35.32025123372862,ms latency,6.060585302736504,6.060585302736504,incidents/hr,37.723905062661856,37.723905062661856,°C
2024-01-01 14:00:00,453.10006657378943,453.10006657378943,kWh,800.8397980029094,800.8397980029094,liters/hr,334.826667813581,334.826667813581,vehicles/hr,29.177299504418528,29.177299504418528,ms latency,8.259584263555798,8.259584263555798,incidents/hr,37.90892162142975,37.90892162142975,°C
2024-01-01 15:00:00,441.2353485710399,441.2353485710399,kWh,806.221849071297,806.221849071297,liters/hr,321.9483446014993,321.9483446014993,vehicles/hr,28.136791293702466,28.136791293702466,ms latency,9.880565414249144,9.880565414249144,incidents/hr,34.65977893036015,34.65977893036015,°C
2024-01-01 16:00:00,399.0206285112224,399.0206285112224,kWh,792.8650264478375,792.8650264478375,liters/hr,269.9320803375932,269.9320803375932,vehicles/hr,34.23134567205032,34.23134567205032,ms latency,5.605647617116178,5.605647617116178,incidents/hr,33.9095875549813,33.9095875549813,°C
2024-01-01 17:00:00,413.36026295146144,413.36026295146144,kWh,781.7851355583283,781.7851355583283,liters/hr,259.44534610296733,259.44534610296733,vehicles/hr,34.55128982720014,34.55128982720014,ms latency,10.808562468102195,10.808562468102195,incidents/hr,35.41815131310117,35.41815131310117,°C
2024-01-01 18:00:00,377.3790178059024,377.3790178059024,kWh,796.0699634553603,796.0699634553603,liters/hr,236.07182824342615,236.07182824342615,vehicles/hr,33.05232282161109,33.05232282161109,ms latency,9.331085255777692,9.331085255777692,incidents/hr,33.35402663716329,33.35402663716329,°C
2024-01-01 19:00:00,373.1345168603447,373.1345168603447,kWh,800.6358323467317,800.6358323467317,liters/hr,218.54979488994977,218.54979488994977,vehicles/hr,43.88045606684613,43.88045606684613,ms latency,12.824683051811029,12.824683051811029,incidents/hr,34.53067244980145,34.53067244980145,°C
2024-01-01 20:00:00,466.6560722554417,466.6560722554417,kWh,840.529964328317,840.529964328317,liters/hr,208.88255301953907,208.88255301953907,vehicles/hr,36.38209970634925,36.38209970634925,ms latency,11.205947864566046,11.205947864566046,incidents/hr,33.22256118582057,33.22256118582057,°C
2024-01-01 21:00:00,457.6657391941711,457.6657391941711,kWh,865.6937043474724,865.6937043474724,liters/hr,213.34548191355108,213.34548191355108,vehicles/hr,48.79225051626599,48.79225051626599,ms latency,10.121169958876902,10.121169958876902,incidents/hr,29.9309327045882,29.9309327045882,°C
2024-01-01 22:00:00,507.72007876608507,507.72007876608507,kWh,906.147524558364,906.147524558364,liters/hr,263.3188889602526,263.3188889602526,vehicles/hr,52.554094341199615,52.554094341199615,ms latency,11.354948235860157,11.354948235860157,incidents/hr,33.77400601969411,33.77400601969411,°C
2024-01-01 23:00:00,519.6151448432628,519.6151448432628,kWh,920.091328129893,920.091328129893,liters/hr,326.7939027798821,326.7939027798821,vehicles/hr,51.600432288695146,51.600432288695146,ms latency,15.405308325805414,15.405308325805414,incidents/hr,33.36960899575264,33.36960899575264,°C
2024-01-02 00:00:00,593.9134295469984,593.9134295469984,kWh,969.2417788876136,969.2417788876136,liters/hr,357.59417726121615,357.59417726121615,vehicles/hr,57.77649066555287,57.77649066555287,ms latency,16.299483283889728,16.299483283889728,incidents/hr,28.967952029142914,28.967952029142914,°C
2024-01-02 01:00:00,662.0664080804266,662.0664080804266,kWh,1009.1566174082157,1009.1566174082157,liters/hr,375.2635887219514,375.2635887219514,vehicles/hr,52.119278068611614,52.119278068611614,ms latency,14.181625114892125,14.181625114892125,incidents/hr,28.51887961732107,28.51887961732107,°C
2024-01-02 02:00:00,678.199850061581,678.199850061581,kWh,1003.3059190876484,1003.3059190876484,liters/hr,450.49574433617767,450.49574433617767,vehicles/hr,64.30164261515334,64.30164261515334,ms latency,17.202486364066104,17.202486364066104,incidents/hr,28.75810341257792,28.75810341257792,°C
